CENTRO,CIF,GRUPO,U.V.I.,URGENC.,DIRECCIÓN,CPOSTAL,POBLACIÓN,PROVINCIA,COMUNIDAD AUTÓNOMA,TELEFONO,lat,lon
HOSPITAL RECOLETAS CUENCA,B16201485,B,N,S,"Avda. San Julián, 1",16003,CUENCA,CUENCA,CASTILLA LA MANCHA,969232500,40.06,-2.1397
HOSPITAL RECOLETAS FELIPE II,B34002592,A,N,S,"Felipe II, 9",47003,VALLADOLID,VALLADOLID,CASTILLA LEÓN,983358000,41.6556,-4.7259
HOSPITAL RECOLETAS PALENCIA,B34002592,B,N,S,"Avda. Simón Nieto, 31-34",34005,PALENCIA,PALENCIA,CASTILLA LEÓN,979747700,42.0125,-4.5405
HOSPITAL RECOLETAS PONFERRADA,B47767793,B,N,S,"Avenida de Galicia, 1",24404,PONFERRADA,LEÓN,CASTILLA LEÓN,987423732,42.5528,-6.609
HOSPITAL RECOLETAS SEGOVIA NTRA SENORA DE LA MISERICORDIA S.L.U.,B40227019,B,N,S,"Doctor Velasco, 21-23",40003,SEGOVIA,SEGOVIA,CASTILLA LEÓN,921460115,40.9534,-4.1161
HOSPITAL RECOLETAS ZAMORA,B47523972,B,N,S,"Pinar, 7",49023,ZAMORA,ZAMORA,CASTILLA LEÓN,980545300,41.5063,-5.7446
"HOSPITAL RICARDO BERMINGHAM, FUNDACION MATIA",G20053583,C,N,N,"Camino De Los Pinos 35, ",20018,SAN SEBASTIAN,GUIPUZKOA,PAÍS VASCO,943317100,43.29900000000001,-1.9879
HOSPITAL RUBER JUAN BRAVO 39,B82452236,A,S,S,"Juan Bravo, 39",28006,MADRID,MADRID,C. MADRID,902112121,40.4344,-3.6805
HOSPITAL SAN AGUSTIN,A41265539,A,S,S,"Prolongación Dr. Fleming. Sector 13, zona DOS",41703,DOS HERMANAS,SEVILLA,ANDALUCÍA,955050570,37.2795,-5.93115
HOSPITAL SAN FRANCISCO DE ASIS,R2800123H,A,S,S,"Joaquín Costa, 28",28002,MADRID,MADRID,C. MADRID,915617100,40.4465,-3.6751
HOSPITAL SAN JUAN DE DIOS -CORDOBA,R1400098H,A,S,S,"Avda. del Brillante, 106",14014,CÓRDOBA,CÓRDOBA,ANDALUCÍA,957004600,37.89641111111111,-4.771777777777778
HOSPITAL SAN JUAN DE DIOS DE BURGOS,R0900140E,B,N,S,"Paseo de la Isla, 3",09003,BURGOS,BURGOS,CASTILLA LEÓN,947257730,42.3429,-3.7082
HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,R3100274D,B,N,N,"Beloso alto, 3",31006,PAMPLONA,NAVARRA,NAVARRA,948231813,42.8067,-1.6315
HOSPITAL SAN JUAN DE DIOS DE TENERIFE,R3800019F,A,S,S,"Ctra. Santa Cruz La Laguna, 53",38009,SANTA CRUZ DE TENERIFE,TENERIFE,CANARIAS,922645511,28.4682,-16.2546
HOSPITAL SAN JUAN DE DIOS DE ZARAGOZA,R5000307H,B,N,N,PASEO COLON 14,50830,ZARAGOZA,ZARAGOZA,ARAGÓN,976271660,41.7692,-0.8235
HOSPITAL SAN JUAN DE DIOS SANTURCE,R4800515A,B,N,S,"Avda. Murrieta, 70",48980,SANTURCE,VIZCAYA,PAÍS VASCO,944939900,43.32833333333334,-3.0340000000000003
HOSPITAL SAN JUAN GRANDE,R1100131J,B,N,S,"Gta. Felix Rdguez de la Fuente, 1",11408,JEREZ DE LA FRONTERA,CÁDIZ,ANDALUCÍA,956357300,36.650675,-6.1594999999999995
HOSPITAL SAN ROQUE MASPALOMAS,35735083A,A,S,S,"Mar de Siberia, 1",35100,MASPALOMAS,LAS PALMAS DE GRAN CANARIA,CANARIAS,928063602/928404040,27.75549090909091,-15.5841
HOSPITAL SANITAS CIMA,A28986636,A,S,S,"PASEO MANUEL GIRONA,33",08034,BARCELONA,BARCELONA,CATALUÑA,93 552 27 00,41.3859,2.1066
HOSPITAL SANT ANTONI ABAT - CONSORCI SANITARI DEL GARRAF,Q5856380J,A,S,S,"Sant Josep, 21-23",08800,VILANOVA I LA GELTRÚ,BARCELONA,CATALUÑA,9337 6956,41.2239,1.7251
HOSPITAL SANT CAMIL-CONSORCI SANITARI DEL GARRAF,Q5856380J,A,S,S,"Ronda Sant Camil, s/n",08810,SANT PERE DE RIBES,BARCELONA,CATALUÑA,933776 56,41.2583,1.7677999999999998
HOSPITAL SANT JOAN DE DÈU DE PALMA,R0700149H,B,N,N,"C/ de Sant Joan de Dèu, 7",07007,PALMA DE MALLORCA,MALLORCA,BALEARES,971 26 58 54 Ext. 0813,39.5694,2.6502
HOSPITAL SANT PAU I SANTA TECLA (FUNDACIÓ HOSPITAL SANT PAU I SANTA TECLA),R4300016E,A,S,S,"Rambla Vella, 14",43003,TARRAGONA,TARRAGONA,CATALUÑA,977259900,41.1175,1.2574
VITHAS LAS PALMAS,B36787844,A,S,S,"Leon y Castillo, 292",35005,LAS PALMAS G.C.,LAS PALMAS,CANARIAS,928297151,28.0997,-15.4134
HOSPITAL SANTA CATERINA -  INSTITUT D’ASSISTÈNCIA SANITÀRIA (IAS),Q6750003C,A,S,S,Parc Sanitari Martí i Julià-Dr. Castany s/n,17190,SALT,GIRONA,CATALUÑA,972 182 500,41.9737,2.7902
HOSPITAL SANTA CLOTILDE ORDEN HOSPITALARIA SAN JUAN DE DIOS,R3900682J,B,N,S,"General Davila, 35",39006,SANTANDER,CANTABRIA,CANTABRIA,942217711,43.4672,-3.8072
HOSPITAL SOCISANITARI HOSPITALET,Q5856254G,C1,N,N,Av. Josep Molins 29-41 ,08906,HOSPITALET DE LLOBREGAT,BARCELONA,CATALUÑA,935 579 936 ,41.4301,2.1925
HOSPITAL UNIVERSITARI DEL SAGRAT COR  - QUIRÓNSALUD,B87324844,A,S,S,"Viladomat, 288",08029,BARCELONA,BARCELONA,CATALUÑA,933221111/682770925,41.3868,2.1424
HOSPITAL UNIVERSITARI GENERAL  DE  CATALUNYA-GRUPO QUIRÓNSALUD,B87324844,A,S,S,"Pedro i Pons, 1",08195,SANT CUGAT DEL VALLÈS,BARCELONA,CATALUÑA,933586395/682770925,41.4667,2.0833
"HOSPITAL UNIVERSITARI SANTA MARÍA, GESTIÓ DE SERVEIS SANITARIS - GSS",Q7555308A,B,N,N,"Avenida Rovira Roure, 44",25198,LLEIDA ,LLEIDA,CATALUÑA,973727222 / 660447739,41.631,0.6017
HOSPITAL UNIVERSITARIO HM  MONTEPRÍNCIPE,A79325858,A,S,S,"Avda. de Montepríncipe, 25",28660,BOADILLA DEL MONTE,MADRID,C. MADRID,917089928/917089900,40.405,-3.8783
HOSPITAL UNIVERSITARIO HM MADRID,A79325858,A,S,S,Plaza del Conde del Valle Suchil 16,28015,MADRID,MADRID,C. MADRID,902089800,40.4319,-3.7106
HOSPITAL UNIVERSITARIO HM PUERTA DEL SUR ,A79325858,A,S,S,"Avda. Carlos V, 79",28938,MOSTOLES,MADRID,C. MADRID,917089928/902089800,40.2959,-3.89225
HOSPITAL UNIVERSITARIO HM TORRELODONES,A79325858,A,S,S,"Avda. Castillo Olivares, s/n",28250,TORRELODONES,MADRID,C. MADRID,917089928,40.578425,-3.9847
HOSPITAL UNIVERSITARIO LA ZARZUELA,A28986636,A,S,S,"PLEYADES, 25",28023,MADRID,MADRID,C. MADRID,915858019,40.46,-3.7866
HOSPITAL UNIVERSITARIO QUIRÓNSALUD MADRID,B87324844,A,S,S,"Diego de Velázquez, 1",28223,POZUELO DE ALARCÓN,MADRID,C. MADRID,914521906,40.4329,-3.8134
HOSPITAL UNIVERSITARIO SANITAS LA MORALEJA,A28986636,A,S,S,"AVD. FRANCISCO PI Y MARGALL, 81",28050,MADRID,MADRID,C. MADRID,917679100,40.4975,-3.6637
HOSPITAL VIAMED BAHIA DE CÁDIZ ,B11056793,A,N,S,"Ayala, 2",11130,CHICLANA,CADIZ,ANDALUCÍA,956533333,36.37833333333333,-6.1179
HOSPITAL VIAMED MONTECANAL S.L.,B84627314,A,S,S,"Franz Schubert, 2",50012,ZARAGOZA,ZARAGOZA,ARAGÓN,876241818,41.6345,-0.9315
HOSPITAL VICTORIA EUGENIA – CRUZ ROJA SEVILLA,Q2866001G,A,S,S,"Avda. Cruz Roja, 1",41009,SEVILLA,SEVILLA,ANDALUCÍA,954351400/2082,37.4071,-5.9842
HOSPITAL VIRGEN DEL CAMINO,A11027554,A,S,N,"Ctra. Sanlucar a Chipiona, Km 2",11540,SANLUCAR DE BARRAMEDA,CADIZ,ANDALUCÍA,956048000,36.776133333333334,-6.361433333333333
HOSPITAL VITHAS MADRID LA MILAGROSA,A28034031,A,S,S,"Modesto Lafuente, 14",28010,MADRID,MADRID,C. MADRID,91 447 21 00,40.4329,-3.698
HOSPITAL VITHAS MADRID LA MILAGROSA,A28034031,A,SI,SI,c/ Modesto Lafuente 14,28010,Madrid,MADRID,MADRID,91 447 21 00,40.4329,-3.698
HOSPITAL VITHAS MADRID PARDO ARAVACA,A82786526,A,SI,SI,c/ La Salle 12,28023,Aravaca,MADRID,MADRID,915 12 90 00,40.46,-3.7866
HOSPITAL VITHAS MEDIMAR INTERNACIONAL ,B03000684,A,S,S,"Avda. Denia, 78",03016,ALICANTE,ALICANTE,C. VALENCIANA,965162200,38.3654,-0.4493
HOSPITAL VITHAS MONTSERRAT ,A25000258,A,S,S,"Bisbe Torres, 13",25002,LERIDA,LLEIDA,CATALUÑA,973272740,41.6134,0.6218
"HOSPITAL VITHAS NUESTRA SRA. DE AMERICA, CLINSA S.A.",A28235224,A,S,S,"Arturo Soria, 103",28043,MADRID,MADRID,C. MADRID,902500112,40.4596,-3.646
HOSPITAL VITHAS PERPETUO INTERNACIONAL ( VITHAS ALICANTE),B03000684,A,S,S,Plaza Dr. Gomez Ulla 15,03013,ALICANTE,ALICANTE,COMUNIDAD VALENCIANA,965201100,38.3562,-0.4764
"HOSPITALIZACIONES DEL SUR DE SEVILLA, S.L. (POLIclínica SAN JOSE)",B41818675,C2,N,N,"MIGUEL DELIBES, 12-18",41300,SAN JOSE DE LA RINCONADA,SEVILLA,ANDALUCÍA,954791477,37.482683333333334,-5.928816666666666
HOSPITEN BELLEVUE,B38031241,A,S,S,"Alemania, 6. Urb. San Fernando",38400,PUERTO DE LA CRUZ,TENERIFE,CANARIAS,922383551,28.414,-16.5487
HOSPITEN ESTEPONA,B38031241,A,S,S,"Partido de Velerin CN-340, Km. 162",29680,ESTEPONA,MÁLAGA,ANDALUCÍA,952760600,36.42675,-5.14745
HOSPITEN LANZAROTE - clínicaS DEL SUR SLU,B38031241,A,S,S,"Lomo Gordo, s/n",35510,PUERTO DEL CARMEN - LANZAROTE,LAS PALMAS DE GRAN CANARIA,CANARIAS,928596100,28.94338,-13.65482
HOSPITEN RAMBLA- clínicaS DEL SUR SLU,B38031241,A,S,S,"Rambla de Santa Cruz, 115",38001,SANTA CRUZ DE TENERIFE,TENERIFE,CANARIAS,922291600,28.4682,-16.2546
HOSPITEN SUR,B38031241,A,S,S,"Siete Islas, 8",38660,ARONA (PLAYA DE LAS AMÉRICAS),TENERIFE,CANARIAS,922750022,28.109425,-16.727075
HUSE ADVANCED CLINIC  S.L.,B93450658,C2,N,N,Camino viejo de Málaga Don Lucio 1º fase 35,29700,VELEZ MALAGA,MALAGA,ANDALUCÍA,951284925,36.778,-4.1523
IATMED (INSTITUTO ANDALUZ TRAUMATOLOGIA),B41358748,C2,N,N,C/ Fernandez de Ribera 6,41005,SEVILLA ,SEVILLA,ANDALUCÍA,954922728,37.3813,-5.9654
ICOT  ARRECIFE,B35230168,C2,N,N,"c/ Gómez Ulla, 29- Esq. c/ Norte",35500,Arrecife - Lanzarote,Las Palmas,CANARIAS,928855841,28.9673,-13.5521
ICOT 7 PALMAS,B35665686,C2,N,N,"Avda. Pintor Felo Monzón, 21",35013,LAS PALMAS DE GRAN CANARIA,LAS PALMAS DE GRAN CANARIA,CANARIAS,928424344,28.0944,-15.4591
ICOT ARNAO,B35699099C,C2,N,N,Roque Nº 73,35200,TELDE,LAS PALMAS DE GRAN CANARIA,CANARIAS,928704044,27.9949,-15.418525
ICOT CANDELARIA,B38941555,C2,N,N,"C/ Al Alba- Eif. Balcón Candelaria, Local 5",38530,Candelaria,S/C de Tenerife,CANARIAS,922106226,28.36615,-16.3664
ICOT CECA,B35372440,C2,N,N,Segovia Nº 79-81,35110,VECINDARIO- SANTA LUCÍA,LAS PALMAS DE GRAN CANARIA,CANARIAS,928757273,27.84692631578947,-15.44627894736842
ICOT ESCALERITAS,B76053982,C2,N,N,"Avda. de Escaleritas, 54",35011,LAS PALMAS DE GRAN CANARIA,LAS PALMAS DE GRAN CANARIA,CANARIAS,928398953,28.0944,-15.4591
ICOT GALDAR,B35335611,C2,N,N,Franciscano Nº 9,35460,GALDAR,LAS PALMAS DE GRAN CANARIA,CANARIAS,928551811,28.1066,-15.5999
"ICOT GIRONA, SL (ACTUA Serveis Mèdics)",B17621228,C2,N,N,"Rda. Sant Antoni Maria Claret, 20",17002,GIRONA,GIRONA,CATALUÑA,972216386/972426077,41.978,2.8206
ICOT INSURE,B35526292,C2,N,N, Puccini Nº 14,35006,LAS PALMAS DE GRAN CANARIA,LAS PALMAS DE GRAN CANARIA,CANARIAS,928243993,28.0997,-15.4134
ICOT LA CUESTA,B38941555,C2,N,N,"Avda. Los Menceyes, 364",38320,LA CUESTA - LA LAGUNA,SANTA CRUZ DE TENERIFE,CANARIAS,922206270,28.47993333333333,-16.309466666666665
ICOT LA LAGUNA,B38941555,C2,N,N,"Avda. Leonardo Torriani, 12 ",38205,LA LAGUNA,SANTA CRUZ DE TENERIFE,CANARIAS,922206270,28.4853,-16.3201
ICOT LA OROTAVA,B38941555,C2,N,N,Centro Comercial La Orotava,38300,LA OROTAVA,SANTA CRUZ DE TENERIFE,CANARIAS,922206270,28.3907,-16.522966666666665
ICOT LAS AMÉRICAS,B38941555,C2,N,N,"Rafael Puig, 14- C.C. Presidente",38660,ARONA-PLAYA LAS AMÉRICAS,SANTA CRUZ DE TENERIFE,CANARIAS,922206270,28.109425,-16.727075
ICOT MONTEBELLO,B35526292,C2,N,N,"Centro Comercial Tarifa, Local 1",35319,TAFIRA ALTA - SANTA BRÍGIDA,LAS PALMAS DE GRAN CANARIA,CANARIAS,928351212,28.033119999999997,-15.48862
ICOT POLICLÍNICO LAS PALMAS,B35230168,C2,N,N,"Presidente Alvear, 10",35006,LAS PALMAS DE GRAN CANARIA,LAS PALMAS,CANARIAS,928296300,28.0997,-15.4134
ICOT SAN AGUSTÍN,B35372440,C2,N,N,"C/ Los Jazmines, 4",35290,San Agustín - San Bartolomé de Tirajana,Las Palmas,CANARIAS,928948744,28.2231,-16.57
ICOT SAN ISIDRO,B38941555,C2,N,N,"Paisaje Lunar , 13 -",38611,SAN ISIDRO- GRANADILLA DE ABONA,SANTA CRUZ DE TENERIFE,CANARIAS,922206270,28.07331428571429,-16.567214285714286
ICOT SANTA CRUZ I,B38941555,C2,N,N,"Leoncio Rodríguez, 56",38005,SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,CANARIAS,922206270,28.4682,-16.2546
ICOT SANTA CRUZ II,B38941555,C2,N,N,C/ Puerta Canseco,38003,SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,CANARIAS,922206270,28.4682,-16.2546
ICOT VECINDARIO,B35372440,C2,,,"C/ Segovia, 79-81 ",35110,Vecindario - Santa Lucía,Las Palmas,CANARIAS,928757273,27.84692631578947,-15.44627894736842
ICOT VEGUETA,B35258433,C2,N,N,"Granadera Canaria, 26",35001,LAS PALMAS DE GRAN CANARIA,LAS PALMAS DE GRAN CANARIA,CANARIAS,928333334,28.0997,-15.4134
IDC SALUD CL. DEL PILAR S.L.,B86844628,A,S,S,"Balmes, 271",08006,BARCELONA,BARCELONA,CATALUÑA,932360500,41.4008,2.1481
IDC SALUD. CLÍNICA DEL VALLÉS,B87324844,B,N,S,"Passeig Rubió i Ors, 27",08203,SABADELL,BARCELONA,CATALUÑA,933586395,41.5374,2.1147
IDC SALUD. HOSPITAL UNIVERSITARIO SAGRAT COR,B64679418,A,S,S,"Villadomat, 288",08029,BARCELONA,BARCELONA,CATALUÑA,933586395,41.3868,2.1424
IDC SALUT HOSPITAL GENERAL DE CATALUNYA ,B83941534,A,S,S,"Pedro i Pons, 1",08190,SANT CUGAT DEL VALLÉS  ,BARCELONA,CATALUÑA,935656000,41.4667,2.0833
IDCQ HOSPITAL QUIRÓNSALUD ZARAGOZA IDCQ,B87324844,A,S,S,Avenida Gomez Laguna 159,50012,ZARAGOZA,ZARAGOZA,ARAGÓN,976720000,41.6345,-0.9315
IDQC HOSPITALES  SANIDAD S.L.U. (JUAN BRAVO) ,B87324844,A,S,S,"Juan Bravo, 49",28006,MADRID,MADRID,C. MADRID,914029505,40.4344,-3.6805
"ILLA DE LA SALUT GIRONA, SL BLANES",B13977566,C2,NO,NO,"AVDA.EUROPA,19",17300,BLANES,GIRONA,CATALUNYA,972499199,41.6767,2.788
"ILLA DE LA SALUT GIRONA, SL SILS",B13977566,C2,NO,NO,"ARGIMONT,1-3",17410,SILS,GIRONA,CATALUNYA,972168750,41.81316666666667,2.738766666666667
IMQ VIRGEN BLANCA,A48111439,A,S,S,"Maestro  Mendiri, 2",48006,BILBAO,VIZCAYA,PAÍS VASCO,944127011,43.2558,-2.9181
INSTITUT GUTTMANN - HOSPITAL DE NEURORREHABILITACIÓN,G62638937,A,S,S,"Camí de Can Ruti, s/núm",08916,BADALONA,BARCELONA,CATALUÑA,934977700,41.46435,2.2502
"INSTITUTO DE ESPECIALIDADES MEDICAS DE CARMONA, S.L.",B90175019,C2,,,Santa Ana 31,41410,CARMONA,SEVILLA,ANDALUCÍA,954191011,37.4706,-5.6474
"INSTITUTO DE MEDICINA ESPECIALIZADA Y REHABILITACION S, L. (IMERSA)",B78088846,C2,N,N,"PASEO DE REINA CRISTINA, 15",28014,MADRID,MADRID,C. MADRID,914330612,40.4133,-3.6939
INSTITUTO DE REHABILITACION FUNCIONAL LA SALLE ,R7800117I,C2,N,N,"C/ GANIMEDES, 11",28023,MADRID,MADRID,C. MADRID,917400826,40.46,-3.7866
"INSTITUTO DE REHABILITACIÓN MÉDICA ASTUR, SA (Corporación Fisiogestión)",A33864034,C2,N,N,"Calle Uría, 16, 2ª planta",03202,GIJÓN,ASTURIAS,ASTURIAS,985132552,38.2622,-0.7011
"INSTITUTO DE REHABILITACIÓN MÉDICA MADRID, SA (CORPORACIÓ FISIOGESTIÓN) - Alcobendas",A82373051,C2,,,"C. Marqués de la Valdavia, 42 Bajos",28100,ALCOBENDAS,MADRID,C. MADRID,935131690,40.5447,-3.6406
"INSTITUTO DE REHABILITACIÓN MÉDICA, SA (Corporación Fisiogestión) - Cea Bermúdez",A82373051,C2,N,N,"Calle Cea Bermúdez, 66 bajos",28003,MADRID,MADRID,C. MADRID,914514640/935131690,40.4423,-3.7046
INSTITUTO DE SERVICIOS SANITARIOS Y LABORALES DE CANARIAS S.L.,B35677863,C2,N,N,"Mahán, 12",35620,"GRAN TARAJAL, TUINEJE",LAS PALMAS,CANARIAS,928 87 00 33                     928 16 27 16,28.213,-14.0225
INSTITUTO MÉDICO ARRIAZA E ASOCIADOS,B15556632,C2,N,N,"C/Enrique Mariñas, s/n -Matogrande",15009,A Coruña,CORUÑA,GALICIA,981113030,42.862624999999994,-8.10105
INSTITUTO MÉDICO CANTABRIA,B39405337,C2,N,N," Jesus Cancio 2, Bj",39300,TORRELAVEGA,CANTABRIA,CANTABRIA,942802062,43.34543333333333,-4.050188888888889
INSTITUTO MÉDICO CANTABRIA,B39405337,C2,N,N," Ruiz Zorrilla 14,  Bj",39009,SANTANDER,CANTABRIA,CANTABRIA,942223206,43.4543,-3.8167
INSTITUTO MÉDICO CANTABRIA,B39405337,C2,N,N,C/ Ruiz Zorrilla 14 Bj,39009,SANTANDER,CANTABRIA,CANTABRIA,942802062,43.4543,-3.8167
INSTITUTO MÉDICO PALMEÑO,B56066129,C2,N,N,AVDA Mª AUXILIADORA 33,14700,PALMA DEL RÍO,CÓRDOBA,ANDALUCÍA,957053353,37.7002,-5.2812
"INSTITUTO MÉDICO QUIRÚRGICO SAN RAFAEL, S.A. , HOSPITAL SAN RAFAEL",A15016702,A,S,S,"Las Jubias, 82",15006,A CORUÑA,A CORUÑA,GALICIA,981179000,43.355,-8.3976
"INSTITUTO MUSCULOESQUELETICO EUROPEO, S.L.",B98923766,B,NO,NO,"Calle Suiza, nº 11",46024,Valencia,VALENCIA,COMUNIDAD VALENCIANA,674 305 100,39.4698,-0.3774
INSTITUTO SALUD Y DEPORTE MORVEDRE,B98840374,C2,,,Avda. Ojos Negros 41,46520,Puerto de Sagunto,Valencia,C. VALENCIANA,923615155,39.6622,-0.2175
INSTITUTO SANUM,B02549251,C2,N,N,CALLE BLASCO DE GARAY,02003,ALBACETE,ALBACETE,CASTILLA LA MANCHA,967236897,38.9885,-1.8611
CLINICA ROTGER ,B87324844,A,S,S,"Santiago Russiñol, 9",07012,PALMA DE MALLORCA,MALLORCA,BALEARES,971 44 85 23/69,39.5694,2.6502
HOSPITAL QUIRONSALUD PALMAPLANAS (IDCQ HOSPITALES Y SANIDAD SLU),B87324844,A,S,S,"Camí dels Reis, 308",07010,PALMA DE MALLORCA,MALLORCA,BALEARES,971 918 000 Ext: 27511  ,39.5694,2.6502
INTERFISIO,76428834H,C2,N,N,"C/ San Lorenzo, 27 1º",29001,Málaga,Málaga,ANDALUCÍA,952219573,36.7202,-4.4203
INTITUTO DE ORTOPEDIA Y TRAUMATOLOGIA DE ALBACETE,B02564870,C2,N,N,CALLE PEDRO COCA Nº 5,02004,ALBACETE,ALBACETE,CASTILLA LA MANCHA,967035660/647807066,38.9933,-1.8653
HOSPITAL HM MALAGA,B88019005,A,S,S,"Avda. Carlos Haya, 121",29010,MALAGA,MÁLAGA,ANDALUCÍA,951011150,36.7202,-4.4203
IOTA,B02564870,C2,N,N,"Pedro Coca, 3",02004,ALBACETE,ALBACETE,CASTILLA LA MANCHA,647807066,38.9933,-1.8653
IQUIMESA SERVICIOS SANITARIOS S.L.U,B01118595,A,S,S,"Beato Tomas Zumarraga, 10",01008,VITORIA-GASTEIZ,ALAVA,PAÍS VASCO,945140900,42.8472,-2.6833
IRIS FISIOTERAPIA WELLNESS,28807985W,C2,,,"C/ Pablo Cosso Calero, 109",41930,Bormujos,Sevilla ,Andalucía,647172284,37.3715,-6.0723
IRITEB - ESPLUGUES,B67228890,C2,,,C. Mestre Joan Corrales 67,08950,ESPLUGUES DE LLOBREGAT,BARCELONA,CATALUÑA,933847660,41.3773,2.0881
IRITEB BADALONA 1,B67228890,C2,N,N,"Ignacio Iglesias, 42-44 ",08912,BADALONA ,BARCELONA,CATALUÑA,933847660,41.4451,2.2412
IRITEB BADALONA 2,B67228890,C2,N,N,"Dos de Mayo, 46 ",08912,BADALONA ,BARCELONA,CATALUÑA,933847660,41.4451,2.2412
IRITEB EL MASNOU,B67228890,C2,N,N,"Rosa Sensat, 8-22",08320,EL MASNOU ,BARCELONA,CATALUÑA,933847660,41.4874,2.326
IRITEB SANTA COLOMA,B67228890,C2,N,N,"President Lluís Companys, 39 ",08921,SANTA COLOMA DE GRAMENET ,BARCELONA,CATALUÑA,933847660,41.4515,2.2081
JANDA SALUD CHICLANA,B11792777,C2,N,N,Plaza del Retortillo 2 ,11130,CHICLANA DE LA FRONTERA,CÁDIZ,ANDALUCÍA,956533853,36.37833333333333,-6.1179
JANDA SALUD MEDINA,B11792777,C2,N,N,"Dr. Thebussem, 4",11170,MEDINA SIDONIA,CÁDIZ,ANDALUCÍA,956411650,36.4569,-5.9272
JANDA SALUD SAN FERNANDO,B11792777,C2,N,N,"Avda. De la Marina, 6 local",11100,SAN FERNANDO,CÁDIZ,ANDALUCÍA,956887250,36.469800000000006,-6.199450000000001
KAMSIA SERVICIOS SANITARIOS S.LU - clínica ISMAEL,B90111139,C2,N,N,"Avenida las Cabezas, 2",41740,LEBRIJA,SEVILLA,ANDALUCÍA,955975010,36.9192,-6.0761
KINEOPATIK S.L.,B66306705,C2,N,N,"RONDA GENERAL MITRE,161 BAJOS",08022,BARCELONA,BARCELONA,CATALUÑA,932696664,41.407,2.1346
KINES 88,B06162036,C2,N,N,"Lima, 2 bajo",01005,CÁCERES,CÁCERES,EXTREMADURA,927242015,42.8435,-2.6715
KLYNOS CONSULTORIS,B63947733,C2,N,N,"Avda. de Lloreç Pig i Tomás, 38",08840,VILDECANS,BARCELONA,CATALUÑA,936472487,41.3173,2.0124
KLYNOS CONSULTORIS,B63947733,C2,N,N,"Santa Eugenia,7 bajos",17001,GIRONA,GIRONA,CATALUÑA,872080554,41.984,2.8198
"KLYNOS VITAL ( KLYNOS CONSULTORIS, SL)",B63947733,C2,N,N,c/Andrés Giménez Soler nº 9 lc,50009,Zaragoza,Zaragoza ,Aragón,976099440,41.6399,-0.9052
"L’EIVAX, S.A.",A08792624,C2,N,N,"Sant Pau, 30",08911,BADALONA,BARCELONA,CATALUÑA,933894140,41.4519,2.2517
LA GENISTA,B87300489,C2,N,N,CALLE LA GENISTA,1976-09-08 00:00:00,MADRID,MADRID,C. MADRID,911154397,,
"LAGOS DE RIVAS, S.L.",B82325531,C2,N,N,"Avda. Levante, 126",28521,RIVAS VACIAMADRID,MADRID,C. MADRID,916701070,40.2774,-3.2775
LANSYS COSTA OESTE,B11075017,C2,N,N,"CARRETERA DE FUENTEBRAVIA, KM.12",11500,EL PUERTO DE S. MARIA,CÁDIZ,ANDALUCÍA,956870603,36.59493333333333,-6.219733333333333
LEBRISALUD,B91232025,C2,N,N,"Eduardo Dato, 18-20",41740,LEBRIJA,SEVILLA,ANDALUCÍA,955971524,36.9192,-6.0761
LEIRE CLINICS SL,B19716240,C2,,,"C/ANTONIO DALMASES, 7- BAJO 8 ",18006,Granada,Granada,Andalucía,637726481,37.162,-3.5987
LIDIA ABAD TORREGROSA ( KINESPORT),4475509 Q,C2,,,MARIA CRISTINA 64/66 BAJO,03660,NOVELDA,ALICANTE,C. VALENCIANA,965607740,38.37546666666667,-0.7901000000000001
LIFE AND SUN (GLOBALTRAUMARE S.L.),B 93046340 ,C2,N,S,"Jose Melia, s/n",29602,MARBELLA,MALAGA,ANDALUCÍA,952770056/ 609561452,36.516,-4.9107
LUQUE FISIOTERAPIA - CHAUCHINA,76652704Y,C2,,,"Carrera de la Virgen, 84",18330,CHAUCHINA,GRANADA,ANDALUCÍA ,679 310 707,37.21543333333333,-3.7496
LUQUE FISIOTERAPIA - MONTES ORIENTALES,76652704Y,C2,,,"Andalucía, 36",18550,IZNALLOZ,GRANADA,ANDALUCÍA ,679 310 707,37.3923,-3.5272
LUQUE FISIOTERAPIA - PINOS PUENTE,76652704Y,C2,,,"Briones, 2 bajo",18240,PINOS PUENTE,GRANADA,ANDALUCÍA ,679 310 707,37.2523,-3.7503
MANUEL COCA GABALDÓN S.L. CENTRO DE FISIOTERAPIA Y TRAUMATOLOGÍA,B84589654,C2,N,N,"Graduada, 2, Local",28320,PINTO,MADRID,C. MADRID,916921649,40.24235,-3.7001166666666663
MAPARD QUIRURGICO S.L.,B11747094,C2,N,N,"Plaza Madre de Dios 2, 1º C-D",00nan,JEREZ DE LA FRONTERA,CÁDIZ,ANDALUCÍA,956345639,,
MARINA GOMEZ POVEDA (POLIclínica MARINA GOMEZ),48448811R,C2,N,N,"La Noria, bajos 5-6",30600,ARCHENA,MURCIA,REGIÓN DE MURCIA,"968672904-
657620349",38.11363333333333,-1.3033
MASQFISIO (FISYO LEON CB),E24651234,C2,,,Avda. Padre Isla 24,24002,León,León,CASTILLA LEÓN,987259343,42.6,-5.5703
